,Type,Script
60,0,grabs pole uh first time marketplace huh pole vaults next building leaving behind obvious well kinda stand stares still love returns look realizes returns normal mean uh seem know dangerous agrabah la
61,0,ys plank buildings walk leaned vaults head looks back surprise tosses pole eyes bulge fast learner right c amon way go inside roof building dodging planks beams go whoa watch head careful live yep com
62,0,e go please fabulous well much pulls back curtain exposes palace got great view palace looks pretty amazing huh oh wonderful wonder would like live servants valets oh sure people tell go dress better 
63,0,always scraping food ducking guards youre free make choices sometimes feel youre unison trapped look realizing theyre perfect one another realizes breaks look takesthe apple hand rolls arm hand wherer
64,0,e matter ran away going back really takes bite apple hand hands disgusted look face walks sits next father forcing get married isthat awful appears behind princess tries steal apple races higher point
65,0, chattering cursing goes says thatuhthat fair oh yeah course anything else say well uh wishes something could help oh boy hmm tell sweet getting closer closer leans kiss interrupted however guards fou
66,0,nd found theyre father must sent trust trust extends hand yes takes jump jump roof fall land pile salt try get away exit blocked keep running street rat turban pulled guards block exit first pulls hea
67,0,d throws vase three guards grab dungeon boy hey get let go realizing princess look mena street mouse throws standing pulling hood cloak unhand order princess guards suddenly stop bow forcing bow well 
68,0,princess princess peeking vase princess outside palace street rat concern command release well would princess orders come take guards drag bowing go getting pissedoff look believe cut int palace emerg
69,0,ing secret chambers slides door shut carefully princess comes storming finished slams shut pinning inside door frame oh uh princess awk stuck may service spreads cape hiding door guards took boy marke
70,0,t orders father charged keeping peace agrabah boy criminal crime ca breathe kidnapping princess course could justjafar kicks back inside door slams shutwow hurt kidnap ran away walking away shocked oh
71,0, dear oh frightfully upsetting known mean sadly boy sentence already carried sentence sinister tone death gasps beheading collapses floor exceedingly sorry princess could runs room crying finally make
72,0,s door flies lands shoulder coughing go think took rather well get sinister smile faces diss night crying edge fountain rajah comes comfort pets fault rajah even know name cut int dungeon rats scurry 
73,0,descend see chained wall princess believe must sounded stupid distance yoohoo hello appears window top dungeon hey c amonhelp outta stops begins chattering wildly dropping ground wraps cloth around he
74,0,ad makes eyes big imitation princess hey trouble ah worth jumps shoulders pulls small set tools pocket frees yeah yeah yeah worry never see street rat remember law gotta marry deserves finally frees h
75,0,ands ta da rubbing wrists ai fool old man youre fool give boy see old man sitting corner neither seen old man lowly prisoner like together perhaps listening old man boy wonders filled treasures beyond
76,0, wildest dreams treasure enough impress even princess id wager listeners note old man pronounced word princess princess rather standard pronunciation princess old man turns back sticks head old man di
77,0,sguise ya hurry dyin law says marry old man heard golden rule boy whoever gold makes ruleshe grins showing hideously bad mouth would share wonderful treasure old man need man strong legs strong back g
78,0,o ah one problem old man walks wall pushes open hidden exit old man mmm mmm mmm things always seem deal looks shrugs shoulders oh hmm cut desert scene see leading horse old man diss wonders disturbs s
79,0,lumber proceed touch nothing lamp opens roar staircase appears front old man remember boyfirst fetch lamp shall reward c amon hiding shoulder vest begins descend staircase reaches bottom enters golden
80,0, chamber filled treasure would ya look uh oh handful stuff would make richer peeks sees treasure bolts stops mid run hovering rug floor nottouchanything gotta find lamp begin make way room carpet rise
81,0,s floor begins following gets feeling theyre followed huh turns carpet lies flat floor continues carpet begins follow turns back carpet rolled leaning pile treasure runs tugs pant leg ya knock carpet 
82,0,follows time turns carpet jumps side reaches tassel pulls tail jumps around carpet goes side time lands karate stance carpet reaches plucks hat puts sits thinking second carpet waves tassel front face
83,0, carpet jump scared run away tackles turns head look carpet youcrazy carpet peeks behind pile treasure magic carpet c amon c amon gonna hurt carpet slowly comes shyly picks hat dusts flies hands hat n
84,0,ext screeches jumps onto shoulder take easy gonna bite carpet picks hat hands shakes fist screeches carpet begins walk away sadly hey wait minute go maybe help us carpet looks back excited flies wraps
85,0, around pair hey whoa see trying find lamp carpet motions follow think knows pass long emerge giant underground cavern centre room tall pillar staircase going surrounded water unevenly placed stones f
86,0,orming bridge top pillar beam light begins cross bridge wait oh huh sees shrine golden monkey outstretched paws hold giant ruby hypnotically drawn climbs stairs quickly carpet sees grabs tail trying v
87,0,ain hold back finally reaches magic lamp came way looks sees break free carpet hold lunge toward jewel grabs jewel rumbling room begins shake voice infidels uh oh voice touched forbidden treasure plac
88,0,es jewel back paw jewel shrine melt lava never see light day races steps flatten ramp skies flies air water turned lava falling toward sudden carpet appears catches standing one rocks bridge looks lef
89,0,t right sees rocks exploding lava carpet races grabs last rock exploding whoa carpet let move together race back caves dodging walls falling debris grabs head covers eyes time panic pulls head sees fl
90,0,ying wall start panicking carpet goes dive another finally emerge internal entrance outside begins growl close carpet company almost top boulder drops carpet sending floor grabs onto rock wall holds s
91,0,ees old man top within reach help old man throw lamp ca hold give hand old man first give lamp reaches pulls magic lamp hands nd old man raises head old man ha ha ha ha yes last ha ha ha ha climbed as
92,0,sistance old man kicks aside grabs wrist old man giving reward returns normal voice eternal reward pulls crooked dagger stab bites wrist screams lets go falls old man throws well fall carpet sees pinn
93,0,ed boulder struggles break free races catches already hit wall several times unconscious surface roars one final time sinks back sand pulls disguise heh heh heh mine mine ca find pocket kiss fade bedr
94,0,oom sitting bed next rajah looks sad walks oh dearest wrong jafarhasdone something terrible looks crying childwe set right tell everything cut int lies unconscious carpet tries wake oh oh wake carpet 
95,0,rises lifting awakes slowly oh head looks entrance sealed trapped angry shaking fists entrance two faced sonofajackal calmer whoever long gone lamp aha pulls magic lamp hairy little thief looks like b
96,0,eatup worthless piece junk hey think something written hard make rubs lamp suddenly smoke comes hole lamp begins shake glow holds onto lamp wonderful friend comes aaaaahhhhh oy tenthousand years give 
97,0,ya crick neck hangs nearby rock pulls head spins around yelling carpet pulls whoa feel good outta uses lamp end microphone nice back ladies gentlemen hi ya sticks mic face name uh aluhaladdin says nam
98,0,e discovered something neon sign lights name circled chase lights sign changes reflect upcoming line hello nice show call al maybe din bout laddi disappears dog wrapped plaid jumps sounds like boy c a
99,0,mon laddi shaking head must hit head harder thought still dog smoke mind dog poofs smoke back screeches wildly oh sorry cheetahhope singe fur hey rugman seen millennia slap tassel yo yeah carpet flies
100,0, high fives looks say youre lot smaller last master lifts beergut either gettin bigger look sidedo look different wait minute amyour master slaps diploma hand mortarboard head right taught would wish 
101,0,arnold schwarzenegger ever impressiveinside cube long contained ventriloquist dummy often imitated tosses dummy aside never duplicated multiplies multiple genies surround dup genies duplicated duplica
102,0,ted duplicated duplicated duplicated duplicated duplicated duplicated duplicated says like ring announcer boxing match lamp goes ed sullivan right direct lamp right enjoyment wish fulfillment thank yo
103,0,uuuuu whoa wish fulfillment three wishes exact ixnay wishing wishes turns slot machine arm pulls three genies appear windows itthree three caballeros come slot uno dos tres changes bw groucho marx sub
104,0,stitutions exchanges refunds duck drops secret word refunds know dreaming music friend like begins master think quite realize got ruminate whilst illuminate possibilities lights like fluorescent light
105,0, well ali baba forty thieves scheherazadie thousand tales master luck cause sleeve got brand magic never fails produces thieves surround swords appears vest sticks arms boxes thieves submission got po
106,0,wer corner heavy ammunition camp got punch pizzazz yahoo see gotta rub lamp say boxing ring appears corner massaged turns pile fireworks explodes appears inside lamp grabs hand rubs lamp mister sir pl
107,0,easure let take order jot ai never friend like produces table chairs writes things note pad like waiter life restaurant maitre c amon whisper want ai never friend like appears plate chicken returns no
108,0,rmal enlarges ear listen finally explodes four duplicate genies yes sir pride service youre boss shah say wish true dish little baklava genies give shave haircut manicure appears comfy chair eh surrou
109,0,nded treasure fanned women appears fills screen baklava try column try column b mood help dude ai never friend like rises column food giant top jumps another column b top falls caught cushion held ope
110,0,ns mouth tongue turns staircase miniature dressed like magician comes mini little dance two giant hands end surround mini squish nothing friends friends friends pull little hat friends go poof well lo
111,0,oky friends go abracadabra let er rip make sucker disappear pulls head duplicates juggles tosses juggles one hand spins one heads fingertip like basketball tosses heads back onto proceeds try pull hat
112,0, base spirals around around turns white rabbit rabbit transforms purple dragon reminiscent figment epcot center dragon breathes fire turns three harem girls dance around begins enjoy disappear sit sla
113,0,ck jawed buggy eyed answer midday prayers got bona fide certified got charg daffairs got powerful urge help wish really want know got wish three miles long doubt gotta rub like oh imitates calling tur
114,0,ns certificate rolls surrounds pulls list written arabic ear uses rub behind like drying shower mister sir wish two three job big nabob ai never friend never friend ai never friend never friend ai nev
115,0,erhad friend likeme ai never friend like dancing harem girls reappear leans kiss one turns zaps four dancing elephants existence direction zaps four dancing camels finale dancing number ensues grabs m
116,0,uch gold wraps everything cyclone zaps away theyre back neon applause sign back turns hat sees empty master youre gonna grant three wishes want william f buckley ah almost provisos couple quid pro quo
117,0,s like ah rule number one ca kill anybody slices head finger ask rule two ca make anyone fall love anyone else head turns big pair lips kiss little punim lies flat gets transforms zombie rule three ca
118,0, bring people back dead pretty picture grabs shakes like poofs back normal got looks plotting ah provisos mean limitations wishes powerful genieca even bring people back dead know abuhe probably ca ev
119,0,en get us looks like gonna find way start leave big blue foot stomps front excuse lookin rub lamp wake bring sudden youre walkin gets madder madder think right youre gettin wishes siddown get carpet t
120,0,akes form stewardess lots arms pointing exits case emergency exits herehere anywhere keep hands arms inside carpet weeeerrrrrreeeoutta carpet passengers fly sand desert distance cut int chamber outrag
121,0,e years loyal service discuss sentencing prisoners beheaded assure highness wo happen let put whole messy business behind us please abject humblest apologies well princess takes hand kiss yanks away l
122,0,east good come forced marry power get rid nice settled getting back suitor business looks sees walking runs gotten lamp power get rid doh thinkwe gotta keep kissing chump chump daughter rest lives fin
123,0,ds chump husband us banishedor beheaded eeewww idea oh wait minute wait minute chump husband looks insult okay marry princessall right uh become ohmarry shrew become idea merit yes merit yes drop papa
124,0,inlaw little woman cliff dive bombs floor kersplat love way foul little mind works laugh cut oasis desert carpet coming landing still stewardess thank choosing magic carpet travel needs stand rug come
125,0, complete stop get stairway formed carpet thank good bye good bye thank good bye back normal well doubting mustafa oh sure showed three wishes dost mine ears deceive three one boy ah noi never actuall
126,0,y wished get thinks second jaw drops turns sheep well feel sheepish right baaaaad boy freebies fair deal three wishes want good would wish hanging like hammock two trees one ever asked well case ah fo
127,0,rget tell freedom youre prisoner partandparcel whole gig grows gigantic voice echoes phenomenal cosmic powers shrinks cramped magic lamp itty bitty living space terrible comes lamp ohto free go poof n
128,0,eed poof need poof need master thing would greater magic treasures world talking let get real gonna happen wake smell hummus way get outta master wishes guess often happened set free head turns pinocc
129,0,hio long nose uh huh right whoop really promise pushes nose back head returns normal make first two wishes use third wish set free holds hand well hopin shakes hand ok let make magic turns magician bo
130,0,ut want well girl eehhh like buzzer chest shows heart cross wrong ca make anybody fall love remember oh smart fun pretty beautiful got eyes justand wowand smile sitting parisian cafe carpet ami cest l
131,0,amour princess even chance id ahey make let see royal cookbook uh chicken ala pulls chicken crown head nope alaskan yanks finger see little mermaid clamped ow hate caesar salad dagger comes tries stab
132,0, et tu brute ah make looks slyly official wish say words wish make right woof woof woof woof takes square shoulders looks like arsenio hall becomes tailorfashion designer first fez vest combo much thi
133,0,rd century patcheswhat trying saybeggar let work takes measurements snaps fingers outfitted costume like muy macho still needs something say says mode transportation excuse monkey boy aqui tries cover
134,0, carpet zaps flies uh oh comes game show set stands behind podium al better way make entrance streets agrabah riding brand new camel watch spits door bearing head opens transformed camel spits side mo
135,0,uth cue sure mmm enough snaps fingers turns fancy white horse still enough let see need snaps fingers repeatedly turning duck ostrich turtle cadillac license plate one guess know cars judging tail fin
136,0,s nuff said finally returned normal yes esalalumbo shimin dumbo whoa keyword spell dumbo turns elephant carpet struggles get size feet talk trunk space check action sees reflection pool water jumps tr
137,0,ee tree naturally bends right back ground hangs looks upside look good got outfit got elephant yet hang turban kid cause gonna make star zoom slowly oasis distance fireworks begin explode outward cut 
138,0,cu pile toys look tilt see balancing carefully balances last piece top sits back sighs storms though pile collapses sire found solution problem daughter awk problem daughter oh really unrolling scroll
139,0, right princess chosen husband appointed time shall choose hated suitors tries stuff cracker mouth backs away absentmindedly pulls cracker back could choose someone hates relieved quickly stuffs crack
140,0,er mouth worry liege event suitable cannot found princess must wed tohmminteresting royal vizier would beme thought law says marry princess quite sure desperate times call desperate measures lord pull
141,0,s staff hypnotizes yesdesperate measures order princess marry iwill orderthe princesstothe spell breaks momentarilybut youre old holds staff closer princess marry princess marrythe spell broken time t
142,0,rumpet fanfare ali music ha ha ha must come see see advancing parade led appears human form marchers make way ali swordsmen say hey ali hey clear way old bazaar hey let us bright new star come first b
143,0,lock meet eye make way comes ring bells bang drums youre gonna love guy mingles amongst different crowd members ali fabulous ali ababwa genuflect show respect one knee elephant marches town ali back t
144,0,ry best stay calm brush sunday salaam come meet spectacular coterie dancing music glares wheelbarrows six men onto trunk stand shoulders ali shakes hands ali mighty ali ababwa strong ten regular men d
145,0,efinitely faced galloping hordes hundred bad guys swords sent goons lords ali pile collapses ali tm brand lightning bolt zaps pile ends holding acrobatic wheel formation turns old man child speaks las
146,0,t two lines crowd mencarrying camels got seventyfive golden camels pops typical parade commentator harry look lovely june women float purple peacocks got fiftythree comes another commentator june fabu
147,0,lous harry love feathers screen giant balloon gorilla proceeds parade comes exotic type mammals got zoo telling world class menagerie pops goat speaks last two lines two children earlier cut balcony t
148,0,hree harem girls joined harem girls couterpoint ali handsome ali ababwa question ali alluring physique speak never ordinary never boring weak knee everything man plain impresses well get square wonder
149,0, whiz wonder adjust veil prepare pull heart asunder gawk grovel stare ali absolutely love way dresses watching balcony palace humphs leaves got ninetyfive white persian monkeys got monkeys let see mon
150,0,keys view charges fee generous generous got slaves got servants flunkies proud work bow whim love serving theyre lousy loyalty ali ali throws gold coins people rush collect parade march steps palace i
151,0,nside runs back inside door throne room stands front door suddenly bursts open leading way crushing behind door ali amorous ali ababwa heard princess sight lovely see thatgood people got dolled droppe
152,0,d sixty elephants llamas galore bears lions brass band forty fakirs cooks bakers birds warble key make way ali fanfare build flies back magic carpet flies slams door shut clapping splendid absolutely 
153,0,marvelous takes deeper voice ahem majesty journeyed afar seek daughter hand ali ababwa course delighted meet rushes shakes ali hand royal vizier delighted extremely dryly ecstatic afraid abooboo ababw
154,0,a whatever cannot parade uninvited expect allah quite remarkable device tugs tassels tug moustache suppose might certainly majesty allow helps onto carpet plops pins carpet floor staff sire must advis
155,0,e oh button learn little fun kicks away staff carpet fly away standing head staff falls repeatedly bopping staff beak descends carpet fly high ceiling begin divebomb attack flying scaring flight conti
156,0,nues background ali talk foreground say oh much farther traveled sure smiles try lands staff look polly duck time carpet whizzes centimetres heads carpet returns chases around room hey watch watch dum
157,0,b rug carpet zooms underneath sighs wipes brow crashes pillar crashes floor head circled miniature sultans carpets saying cracker cracker real begins final approach way coming land watch lands spectac
158,0,ular highness ooh lovely yes seem knack carpet walks dizzily collapses catches impressive youth well whispers lucky wo marry trust sire nonsense one thing pride excellent judge character oh excellent 
159,0,judge yeah surenot walks quietly like one pretty sure like princess highness must intercede behalf hears gets mad boy different others makes think worthy princess majesty ali ababwa pricks goatee spri
160,0,ngs directions let meet win daughter dare look surprised standing around deciding future prize storms oh dear worry ali give time cool exit think time say good bye abooboo diss balcony night tilt find
161,0, company courtyard going wo even let talk known could pull stupid wish struggles elephant paws open banana squishes banana squirts eye tosses banana peel heaping pile carpet playing chess move carpet 
162,0,knocking black piece board hey good move rodney dangerfield ca believe iti losing rug need help jack nicholson right sparky deal wanna court little lady gotta straight shooter ya follow back normal we
163,0,aring mortarboard points words blackboard tell thetruth way found really crummy street rat shed laugh puts turban lights woman appreciates man make laugh pulls chain turning light comes holding real t
164,0,urban al joking aside really oughtta hey last thing want okay gonna go see gotta smooth cool confident look sadly like flies balcony carpet bed sighing rajah side distance princess rajah looks growls 
165,0,meprince ali ahemthen jumps deep voice ali ababwa want see please princess give chance rajah growls advances leave alone kitty edge balcony carpet watching beau carpet cuts neck finger good kitty take
166,0, kitty takes turban brush rajah away looks thinking seen wait wait know quickly replaces turban uh remind someone met marketplace marketplace bee buzzes around head servants go marketplace even servan
167,0,ts go marketplace servants could met looks disappointed guess bee enough casanova talk smart fun eyes anythingpick feature um princess youre bee wonderful glorious magnificent punctual punctual punctu
168,0,al bee sorry beautiful bee nice recovery hmm rich know yeah daughter know fine prize marry uh right right like bee buzzing ear warning warning right like every stuffed shirt swaggering peacock met bee
169,0, rear end fire wearing goggles crashing mayday mayday go jump balcony turns walks away bee stop stop want sting swats bee buzz bee okay fine rememberbee bee buzzes turban yeah right uh youre right pri
170,0,ze looks disappointed free make choice rajah look confusion go steps ledge drops pokes head edge amazed howhow looks edge sees carpet magic carpet lovely carpet takes hand tassel uh want go ride could
171,0, get palace see world safe sure trust looks saying important line extends hand trust gets sly grin face yes takes hand gets carpet zooms sky knocking sitting positions music whole new world swells loo
172,0,ks back sees rajah looking questioningly gasps fly palace wall sky show world shining shimmering splendid tell princess last let heart decide carpet zooms town stopping slightly pick flower gives flow
173,0,er gives smiles open eyes take wonder wonder sideways magic carpet ride carpet sings zooms clouds whole new world new fantastic point view one tell us go say dreaming looks back watches agrabah disapp
174,0,ear sight carpet flies clouds whole new world dazzling place never knew way crystal clear whole new world whole new world catch small cloud carpet continues flight circles pillar clouds giving swirly 
175,0,look unbelievable sights indescribable feeling soaring tumbling freewheeling endless diamond sky join flock birds sky one looks terrified squawks carpet somersaults flips times putting freefall catchi
176,0,ng zoom clouds starry night awaits whole new world dare close eyes hundred thousand things see hold breathit gets better like shooting star come far ca go back used zoom river apparently nile beyond s
177,0,hip sails great pyramids wave worker sculpting complete nose sphinx smiles chisels much breaks front section nose whole new world every turn surprise new horizons pursue every moment redletter fly alo
178,0,ngside wild horses running pets one chase anywhere time spare let share whole new world whole new world fly greece grabs apple tree rolls arm sure dealing ali thrilling chase wondrous place carpet hov
179,0,ers along lake see reflection moon lake fireworks burst see couple chinese new year celebration sitting rooftop magical yeah looks decides burst bubble shame miss nah hates fireworks carpet looks real
180,0,izing happening really like flying either realizes isoh pulls turban boy market knew lie sorry think stupid would figure mean hoped would meant tell truth truth looks carpet wave giving hope truththe 
181,0,truth isi sometimes dress commoner escape pressures palace life carpet slumps defeat really feather turban falls eyes tell well know umroyalty going city disguise sounds little strange think strange f
182,0,licks feather cuddles carpet puts tassel chin looks mystified dissolve ext palace balcony return carpet forms set steps descends descends balcony good night handsome sleep well princess slowly lean fo
183,0,rward kiss carpet bumps kiss sooner expected walks away slowly turns looks finally enters room curtain yes falls back onto carpet descends ground first time life things starting go right looks balcony
184,0, four sets hands grab hey gag tied around mouth muffled words see elephant hanging net tied tree hold shackles placed feet hands another ties carpet knot around tree afraid worn welcome abooboo walks 
185,0,away make sure never found hits head falls unconscious cut cliff guards laugh body drops water conscious feet tied rock rock hits sea bottom turban lands lamp tumbles sees struggles rub lamp however l
186,0,oses consciousness falls floor lamp unsettled movement rolls rubs hands shakes emerges bath brush rubber duckie shower cap never fails get bath rub lamp squeaks duck hello sees unconscious al al kid s
187,0,nap ca cheat one ca help unless make wish say want save life got okay c amon grabs shoulders shakes head goes falls take yes head turns siren wooga wooga turns submarine scope babbles something sounds
188,0, like german surface giant water spout emerges lands top cliff reawakes coughs water lungs scare like iuh iuhhe ca think say hug thanks oh al gettin kind fond kid want pick curtains anything cut room 
